Word,Furigana,Definition,Japanese sentence,English translation
無駄,むだ,"no good, pointless",それは時間の無駄です。,It's a waste of time.
注意,ちゅうい,"attention, care, watch out",車に注意してください。,Please watch out for traffic.
至る,いたる,"come to, reach",ようやく結論に至ったようね,It seemed that we finally reached a conclusion.
使用,しよう,usage,この製品を使用する前に、説明書をお読みください。,Please read the manual before using this product.
通る,とおる,"pass, take, go through",毎日、この道を通ります。,I take this road every day.
怪我,けが,injury,彼女は腕を怪我した。,She injured her arm.
手伝う,てつだう,"help, assist",私が手伝いましょう。,Can I help you?
出会う,であう,meet,アメリカで彼女と出会いました。,I met her in the United States.
活動,かつどう,activity,彼は地域の活動に参加した。,He took part in local activities.
汗,あせ,sweat,彼は額に汗をかいていたの。,He was sweating from his forehead.
輝く,かがやく,"shine brilliantly, glitter",彼女の瞳は喜びで輝いていますね。,Her eyes are shining with delight.
直接,ちょくせつ,directly,彼に直接お願いしなさい。,Ask him directly.
大好き,だいすき,love,私は犬が大好きだ。,I love dogs.
上る,のぼる,go up,猫が屋根に上っている。,The cat's up on the roof.
登る,のぼる,"climb, mount, go up",私たちは昨年、富士山に登りました。,We climbed Mount Fuji last year.
昇る,のぼる,"rise,",太陽は東から昇ります。,The sun rises in the east.
新た,あらた,"new, fresh",新たな計画が進んでいます。,A new plan is in progress.
茶,ちゃ,tea (plain form),私たちは毎日お茶を飲みます。,We drink tea every day.
裏,うら,"rear, reverse, inside",会社の裏に公園があります。,There's a park behind the company.
いらっしゃる,いらっしゃる,"come, go",お客様がいらっしゃいました。,Your guest has arrived.
放す,はなす,"release, free",公園で犬を放したの。,I let my dog run freely in the park.
技術,ぎじゅつ,"skill, technology",彼は非常に高い技術を持っている。,He has very advanced skills.
冷たい,つめたい,"cold (things, touch)",冷たい飲み物をください。,Please give me a cold drink.
親,おや,parent,親の愛は有り難い。,We're grateful for our parents' love.
ほぼ,ほぼ,"almost, nearly",仕事がほぼ終わりました。,My work is almost finished.
断る,ことわる,"refuse, turn down",私は彼のプロポーズを断った。,I turned down his marriage proposal.
どうぞ,どうぞ,please,こちらへどうぞ。,This way please.
軍,ぐん,"army, troops",怪我人は軍の病院に運ばれたよ。,The injured were taken to the army hospital.
舌,した,tongue,舌を出してください。,Stick out your tongue.
一言,ひとこと,single word,社長に一言お願いしたの。,I asked the president to deliver a brief speech.
暖かい,あたたかい,warm,このコートはとても暖かい。,This coat is really warm.
薄い,うすい,"thin, weak, pale",この電子辞書はとても薄い。,This electronic dictionary is very thin.
ともかく,ともかく,"at least, at any rate",ともかく一度考え直しましょう。,"At any rate, let's rethink this one more time."
あふれる,あふれる,"over flow, flood",バスタブからお湯があふれました。,The hot water overflowed from the bathtub.
人生,じんせい,"human life, life",彼は自分の人生を振り返ったわ。,He looked back on his life.
傷,きず,"wound, scar",足の傷が痛みます。,The wound in my foot hurts.
手紙,てがみ,letter,友人から手紙をもらいました。,I got a letter from a friend.
つまらない,つまらない,"boring, dull",彼の話はつまらないですね。,What he's talking about is boring.
暗い,くらい,"dark, dreary, shadowy",東の空が暗いです。,The eastern sky is dark.
あそこ,あそこ,over there,あそこにバス停があります。,There's a bus stop over there.
次々に,つぎつぎに,"one after another, in succession",走者が次々にゴールしました。,Runners reached the goal one after another.
詰まる,つまる,"be stuffed, be stopped up",プリンタのインクが詰まってしまいました。,The printer's ink got blocked up.
例,れい,"example, precedent",一つ例をあげてください。,Please give an example.
目指す,めざす,"aim for, have an eye on",私は料理人を目指しています。,I intend becoming a cook.
最高,さいこう,"maximum, supreme",これまでで最高の結果が出たよ。,I got my best results so far.
半分,はんぶん,half,お菓子を友達に半分あげた。,I gave half the sweets to a friend.
悩む,なやむ,"be troubled, suffer",彼は受験のことで悩んでいます。,He's worried about entrance examinations.
遠い,とおい,"far, distant",家から学校までは遠いです。,It's a long way from my house to the school.
性格,せいかく,"character, personality",僕と姉の性格は正反対です。,My personality and my elder sister's are completely opposite.
今後,こんご,"after this, in the future",今後ともよろしくお願いします。,I look forward to working with you in the future.
知識,ちしき,knowledge,私は旅行から多くの知識を得た。,I gained a lot of knowledge from traveling.
やり方,やりかた,way of doing,仕事のやり方を教えてください。,Please teach me how to do the job.
熱,ねつ,"heat, fever",昨日の夜、熱が出ました。,I had a fever last night.
一般,いっぱん,"general, common",一般の方はこちらの席へどうぞ。,General seating is over here.
助かる,たすかる,"be helped, be rescued",彼はシートベルトをしていたので助かったんだ。,He survived because he was wearing a seat belt.
直す,なおす,"repair, cure, alter",私がそれを直しました。,I mended it.
治す,なおす,"cure, heal",早く風邪を治してください。,I hope your cold gets better soon.
覚悟,かくご,"readiness, resolution",覚悟はできています。,I am prepared.
辺,へん,"vicinity, part",彼はこの辺に住んでいます。,He lives around here.
外す,はずす,remove,彼はメガネを外しました。,He removed his glasses.
次第,しだい,as soon as,連絡があり次第出発します。,I will depart once I am told.
差,さ,difference,都心と地方では収入に大きな差があるね。,There is a big difference in income between rural and urban areas.
忙しい,いそがしい,"busy, occupied",忙しいので手伝ってください。,"I have a lot to do, so please help me out."
もはや,もはや,"already, no longer",もはや彼の助けは必要じゃないの。,His help is no longer needed.
鼻,はな,nose,鼻がかゆいです。,My nose itches.
下ろす,おろす,"bring down, take down, pull down",棚からその箱を下ろしてください。,Please take the box down from the shelf.
